調味料,砂糖,塩,酢,醤油,味噌,ケチャップ,マヨネーズ,ソース,カラシ,ワサビ,ラー油,胡椒,柚子,一味,七味,ニンニク,愛情,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
駄菓子,うまい棒,ベビースターラーメン,よっちゃんイカ,BIGカツ,フェリックスガム,キャベツ太郎,フルーツ餅,ブラックサンダー,ココアシガレット,マーブルチョコ,梅ジャム,チロルチョコ,かっぱえびせん,パイン飴,ねるねるねるね,5円チョコ,サイコロキャラメル,カルパス,タマゴボーロ,サクマ式ドロップス,わたぱち,酢昆布,暴君ハバネロ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
外食,マクドナルド,モスバーガー,ロッテリア,ケンタッキー,吉野家,サブウェイ,ドミノピザ,ミスタードーナッツ,かっぱ寿司,大戸屋,ガスト,サイゼリア,デニーズ,バーミヤン,いきなりステーキ,カレーハウスCoCo壱番屋,,東京チカラめし,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
肉料理,焼き肉,ステーキ,すき焼き,ハンバーグ,ハンバーガー,ソーセージ,ハム,ベーコン,サラミ,しゃぶしゃぶ,ジンギスカン,唐揚げ,バーベキュー,生姜焼き,フライドチキン,ミートボール,ローストビーフ,馬刺し,角煮,トンカツ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
習い事,スイミングスクール,習字教室,ピアノ教室,料理教室,陶芸教室,英会話教室,生け花教室,ギター教室,ヨガスクール,ダンス教室,バレエ教室,パソコン教室,塾,空手教室,柔道教室,剣道教室,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TV,トリビアの泉,笑点,笑っていいとも！,おかあさんといっしょ,徹子の部屋,ガキ使、絶対に笑ってはいけない,めちゃめちゃイケてるッ,NHKのど自慢,NHK紅白歌合戦,おはスタ,プロジェクトX,伊東家の食卓,水曜どうでしょう,クイズ$ミリオネア,新婚さんいらっしゃい!,めざましテレビ,SMAP×SMAP,8時だョ！全員集合,水戸黄門,国会中継,大相撲中継,NHKプロ野球,NHK競馬中継,野球中継,パネルクイズ アタック25,金曜ロードSHOW!,セサミストリート,ポンキッキーズ,キユーピー3分クッキング,欽ちゃん&香取慎吾の全日本仮装大賞,志村けんのバカ殿様,はじめてのおつかい,世にも奇妙な物語,ゆく年くる年,ザ！鉄腕！DASH！！,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
遊ぶところ,映画館,美術館,博物館,動物園,水族館,遊園地,科学館,植物園,ゲームセンター,カジノ,カラオケ,東京ビッグサイト,競馬場,ディズニーランド,ユニバーサルスタジオ,お化け屋敷,競輪場,ボウリング,パチンコ,雀荘,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
楽器,ピアノ,ヴァイオリン,ギター,エレキギター,リコーダー,フルート,オルガン,カスタネット,シンバル,琴,トランペット,木琴,太鼓,トライアングル,ハーモニカ,鈴,木魚,タンバリン,ハープ,三味線,マラカス,アコーディオン,腹太鼓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
テーブルゲーム,将棋,囲碁,チェス,オセロ,花札,麻雀,百人一首,トランプ,UNO,五目並べ,すごろく,ジェンガ,モノポリー,ゴキブリポーカー,野球盤,カタン,ドミニオン,人狼ゲーム,ワードウルフ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
チョコ菓子,きのこの山,たけのこの里,トッポ,アルフォート,ブラックサンダー,スニッカーズ,キットカット,チロルチョコ,コアラのマーチ,白い恋人,チョコフレーク,パイの実,アーモンドチョコ,チョコボール,板チョコ,カカオ100％,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
高級食材,ウニ,タラバガニ,伊勢海老,イクラ,フカヒレ,キャビア,フォアグラ,トリュフ,大トロ,松茸,メロン,シュールストレミング,松坂牛,フグ,うなぎ,燕の巣,ホタテ,鯛,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
カード,SUICA,切符,定期券,免許証,パスポート,クレジットカード,キャッシュカード,アマゾンギフト券,ウェブマネー,図書カード,テレホンカード,ポイントカード,遊戯王カード,ポケモンカード,マジック・ザ・ギャザリング,マイナンバーカード,トランプ,メンコ,かるた,UNO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
動物,ライオン,人間,虎,カバ,サイ,きりん,ねこ,きつね,あらいぐま,ぞう,オオカミ,トナカイ,ゴリラ,たぬき,猿,ヤギ,アルパカ,犬,ハリネズミ,ねずみ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
鳥,ニワトリ,鳩,カラス,スズメ,燕,カラス,フクロウ,オウム,インコ,キジ,鷹,ダチョウ,ペンギン,フラミンゴ,コウノトリ,ペリカン,カモメ,キツツキ,ホトトギス,ハシビロコウ,白鳥,孔雀,コウモリ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
芸術・文化・武道,書道,茶道,華道,戦車道,俳句,和歌,浮世絵,水墨画,歌舞伎,落語,オペラ,時代劇,剣道,柔道,空手,弓道,バレエ,クラシックコンサート,合気道,相撲,少林寺拳法,百人一首,花札,かるた,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
学校行事,入学式,卒業式,修学旅行,運動会,文化祭,合唱コンクール,水泳大会,マラソン大会,夏休み,冬休み,期末テスト,授業参観,三者面談,遠足,社会見学,健康診断,身体測定,学級閉鎖,全国模試,球技大会,男女交際,オープンキャンパス,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
レジャー,遊園地,食べ放題,ボウリング,カラオケ,映画,旅行,ライブ,ディズニーランド,ゲームセンター,回転寿司,居酒屋,温泉,海水浴,花火大会,プール,メイドカフェ,キャンプ,肝試し,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
かたい,氷,ダイヤモンド,プラスチック,鉄,金,銀,銅,アルミ,歯,あずきバー,骨,石,ルビー,サファイア,エメラルド,チタン,ミスリル,乾燥した米,石頭,ビール瓶,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
元素,水素,ヘリウム,リチウム,炭素,窒素,酸素,フッ素,ナトリウム,マグネシウム,アルミニウム,リン,硫黄,塩素,カリウム,カルシウム,チタン,鉄,銅,亜鉛,ヒ素,銀,スズ,ヨウ素,バリウム,プラチナ,金,水銀,鉛,ウラン,プルトニウム,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
中華料理,麻婆豆腐,青椒肉絲,酢豚,満干全席,エビチリ,焼き餃子,シュウマイ,炒飯,ラーメン,天津飯,北京ダック,八宝菜,小籠包,フカヒレスープ,杏仁豆腐,春巻き,麻婆春雨,麻婆茄子,バンバンジー,水餃子,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
手装備,軍手,てぶくろ,指輪,メリケンサック,指ぬき,ビニール手袋,ゴム手袋,野球グローブ,ボクシンググローブ,ガントレット,トンファー,警棒,ハリセン,ナイフ,リストバンド,キャッチャーミット,パンチングミット,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
透明・半透明,ビニール,クラゲ,水,氷,空気,透明人間,ステンドグラス,ガラス,スライム,ビー玉,プラスチック,水晶玉,ダイヤモンド,トレーシングペーパー,濡れたワイシャツ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
芸能人,タモリ,ビートたけし,所ジョージ,中居正広,木村拓哉,香取慎吾,草彅剛,稲垣吾郎,マツコ・デラックス,松本人志,江頭2:50,堺雅人,阿部寛,石橋貴明,出川哲郎,志村けん,浜田雅功,山崎邦正,笑福亭鶴瓶,桂歌丸,加藤茶,黒柳徹子,田代まさし,ヒカキン,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
辛い・すっぱい,キムチ,暴君ハバネロ,カラムーチョ,カレー,麻婆豆腐,辛ラーメン,わさビーフ,明太子,ペッパーソーセージ,梅干し,レモン,キウイ,ピクルス,グレープフルーツ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
お土産(食品,いもタルト,ちんすこう,生八つ橋,白い恋人,ういろう,サーターアンダーギー,長崎カステラ,マンゴープリン,東京バナナ,辛子明太子,とうきびチョコ,夕張メロンゼリー,長崎ちゃんぽん,きりたんぽ,鳩サブレ,味噌かつ,名菓ひよ子,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
状態異常,毒,眠り,麻痺,混乱,小人化,目つぶし,火傷,石化,瀕死,腹痛,虚脱,魅了,凍結,鈍足,沈黙,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
もぐもぐ,グミ,ゴム,タピオカ,ナタデココ,茹で蛸,イカの刺身,ガム,するめ,牛ホルモン,ビーフジャーキー,餅,蒟蒻ゼリー,安い牛肉,鮑,しじみ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
非常食,カロリーメイト,乾パン,氷砂糖,カップラーメン,レーション,レトルトカレー,パックご飯,チョコレート,さんま缶,ビーフジャーキー,シーチキン,ドライフルーツ,するめ,辛ラーメン,乾燥ネギ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
好物,カレー,ラーメン,ハンバーグ,肉じゃが,チャーハン,オムライス,とんかつ,すき焼き,寿司,餃子,唐揚げ,お好み焼き,コロッケ,たこ焼き,パスタ,焼肉,ピザ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
苦手な食べ物,ピーマン,セロリ,グリンピース,ゴーヤ,なす,パセリ,トマト,にんじん,脂身,しいたけ,レバー,納豆,かぼちゃ,パクチー,うに,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
消耗品,サランラップ,ジップロック,アルミホイル,キッチンペーパー,トイレットペーパー,ティッシュ,キムワイプ,石鹸,洗剤,シャンプー,リンス,歯磨き粉,おむつ,乾電池,牛乳,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
水のある所,水たまり,湖,海,トイレ,下水道,川,洗面所,プール,ダム,露天風呂,ビニールプール,池,井戸,湧き水,田んぼ,塩湖,バスルーム,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
運動会の種目,100m走,1500ｍ走,棒高跳び,玉入れ,綱引き,リレー,二人三脚,借り物競争,パン食い競争,大玉ころがし,騎馬戦,組体操,走り幅跳び,30人31脚,スプーンレース(スプーンで玉を運ぶ競技),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
軟体動物・両生類・爬虫類,タコ,イカ,クラゲ,ヒトデ,イソギンチャク,ホヤ,ナマコ,ウミウシ,クリオネ,ナメクジ,ミミズ,フジツボ,アメフラシ,トカゲ,カメ,ワニ,ヘビ,イグアナ,カメレオン,カエル,オタマジャクシ,イモリ,サンショウウオ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
羽を広げて,パピヨンマスク,アゲハ蝶,モスラ,蚕(かいこ),孔雀,扇子,てんとう虫,天使,妖精,コウモリ,悪魔,モモンガ,吸血鬼,鳥人間,スーパーマン,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
臭い,シュールストレミング,くさや,納豆,ブルーチーズ,沢庵(たくあん),豚骨ラーメン,キムチ,ドリアン,銀杏,うんこ,餃子,イカの塩辛,カビたパン,腐った味噌汁,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
精神的なアレ,サイコパス,ノイローゼ,うつ病,薬物依存症,アルコール依存症,ギャンブル依存症,ネット依存症,過食症,拒食症,妄想癖,現実逃避,窃盗癖,自傷癖,人間不信,収集癖,セックス依存症,共依存,カフェイン依存症,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
語彙大富豪でのパワーワード,グレンラガン,しりとり,ビッグバン,ウルトラマン,太陽,絶対零度,打ち切り,夢落ち,核兵器,5000兆円,宇宙戦艦ヤマト,ドラえもん,ブラックホール,寿命,熱的死,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
術・超能力,魔法,手品,催眠術,未来予知,サイコキネシス（念動力）,パイロキネシス（発火能力）,テレパシー（精神感応）,テレポーテーション（瞬間移動）,透視（千里眼）,霊能力,念写能力,読心術,催淫術,合気道,忍術,医術,妖術,話術,降霊術,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ウイルス・細菌・微生物・ゴミ,ミジンコ,ダニ,塵(ちり),カビ,インフルエンザウイルス,ミドリムシ,トロイの木馬,狂犬病ウイルス,ヒト免疫不全ウイルスHIV,ペスト菌,エボラウイルス,炭疽菌,エキノコックス,サルモネラ菌,ボツリヌス菌,ノロウイルス,マラリア原虫,ウィル・スミス,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
臓器とか体の部位,胃,大腸,眼球,肺,心臓,膵臓,腎臓,肝臓,脳,膀胱,尿道,肛門,食道,横隔膜,鼻,耳,おっぱい,乳首,金玉,おちんちん,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
会,運動会,学習発表会(学芸会),朝礼,家族会議,葬式,結婚式,帰りの会,忘年会,新年会,生徒総会,PTA総会,株主総会,国際連合総会,職員会議,裁判,賢人会議,核セキュリティ・サミット,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
感情,安心,不安,興奮,冷静,多幸感,リラックス,緊張,恐怖,羞恥,殺意,優越感,劣等感,苦痛,悲哀,歓喜,怒り,絶望感,憎悪,嫌悪,空虚,驚愕,失望,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
店,肉屋,八百屋,魚屋,ドラッグストア,コンビニ,百貨店,とらのあな,アニメイト,ゲーマーズ,ガソリンスタンド,病院,百貨店,クリーニング屋,喫茶店,ラーメン屋,定食屋,パン屋,蕎麦屋,寿司屋,キャバクラ,駄菓子屋,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
危険？な生物,タランチュラ,サソリ,スズメバチ,毒毛虫,コブラ（蛇）,カツオノエボシ（くらげ）,ヒアリ,蚊,フグ,アシダカグモ,ゲジゲジ,ゴキブリ,コモドオオトカゲ,虻,アカエイ,ヒョウモンダコ,ムカデ,カモノハシ,マダニ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
歌,大きな古時計,真っ赤な誓い,天体観測（歌）,線路は続くよどこまでも,世界中のこどもたちが,おべんとうばこのうた,桃太郎（歌）,どんぐりころころ,浦島太郎（歌）,むすんでひらいて,あんたがたどこさ,ラジオ体操第一,きんたろう（歌）,SUSHI食べたい,アルプス一万尺（歌）,君が代,にんげんっていいな,六甲おろし,もりのくまさん,めだかの学校,ねこふんじゃった,おもちゃのチャチャチャ,メリーさんのひつじ,いぬのおまわりさん,夕やけ小やけ,げんこつやまのたぬきさん,世界にひとつだけの花,バスト占いの歌,かえるのうた,静かな湖畔,この木なんの木,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
